Country;year;ppm
Cuba;1991;25449
Cyprus;1991;5006
Czech Republic;1991;152355
Denmark;1991;63682
Djibouti;1991;1245
Dominica;1991;65
Dominican Republic;1991;8618
Ecuador;1991;16366
Egypt;1991;92441
El Salvador;1991;3321
Equatorial Guinea;1991;356
Eritrea;1991;236
Estonia;1991;32648
Ethiopia;1991;1679
Fiji;1991;1106
Finland;1991;57647
France;1991;415795
French Guiana;1991;805
French Polynesia;1991;857
Gabon;1991;4382
Gambia;1991;174
Georgia;1991;23574
Germany;1991;990438
Ghana;1991;2965
Greece;1991;78349
Greenland;1991;2
Grenada;1991;120
Guadeloupe;1991;1417
Guam;1991;9
Guatemala;1991;4167
Guinea;1991;1056
Guyana;1991;799
Haiti;1991;1111
Honduras;1991;2365
Hong Kong;1991;37821
Hungary;1991;70653
Iceland;1991;2308
India;1991;701226
Indonesia;1991;172963
Iran;1991;226472
Iraq;1991;52610
Ireland;1991;33104
Israel;1991;35565
Italy;1991;423389
Jamaica;1991;7486
Japan;1991;1173729
Jordan;1991;10128
Kazakhstan;1991;264067
Kenya;1991;6974
Kiribati;1991;27
Kuwait;1991;43995
Kyrgyzstan;1991;21573
Latvia;1991;18248
Lebanon;1991;8572
Lesotho;1991;138
Liberia;1991;289
Lithuania;1991;37009
Luxembourg;1991;12183
Madagascar;1991;854
Malawi;1991;627
Malaysia;1991;66025
Mali;1991;406
Malta;1991;2236
Martinique;1991;1415
Mauritania;1991;895
Mauritius;1991;1251
Mexico;1991;320419
Mongolia;1991;13081
Montserrat;1991;34
Morocco;1991;23706
Mozambique;1991;978
Namibia;1991;1297
Nepal;1991;1308
Netherlands;1991;168681
New Caledonia;1991;1398
New Zealand;1991;23148
Nicaragua;1991;1960
Niger;1991;638
Nigeria;1991;77237
Norway;1991;35434
Oman;1991;18299
Pakistan;1991;63520
Panama;1991;3071
Papua New Guinea;1991;2609
Paraguay;1991;2185
Peru;1991;20386
Philippines;1991;40806
Poland;1991;306348
Portugal;1991;45208
Puerto Rico;1991;614
Qatar;1991;17322
Reunion;1991;1164
Romania;1991;151217
Russia;1991;2300079
Rwanda;1991;645
Samoa;1991;132
Saudi Arabia;1991;173189
Senegal;1991;2412
Seychelles;1991;370
Sierra Leone;1991;916
Singapore;1991;31688
Slovakia;1991;52535
Slovenia;1991;13757
Solomon Islands;1991;174
Somalia;1991;416
South Africa;1991;263561
Spain;1991;235878
Sri Lanka;1991;4406
Sudan;1991;4939
Suriname;1991;1613
Swaziland;1991;456
Sweden;1991;57992
Switzerland;1991;46598
Taiwan;1991;134529
Tajikistan;1991;12552
Tanzania;1991;2237
Thailand;1991;100703
Togo;1991;720
Tonga;1991;51
Tunisia;1991;15254
Turkey;1991;152122
Turkmenistan;1991;42511
Uganda;1991;742
Ukraine;1991;710612
United Arab Emirates;1991;63273
United Kingdom;1991;595366
United States;1991;4955857
Uruguay;1991;4432
Uzbekistan;1991;127490
Venezuela;1991;109731
Vietnam;1991;21311
Western Sahara;1991;166
Yemen;1991;8660
Zambia;1991;3069
Zimbabwe;1991;18878
Afghanistan;1992;1106
Albania;1992;2339
Algeria;1992;79644
American Samoa;1992;11
Angola;1992;11219
Argentina;1992;113742
Armenia;1992;11138
Aruba;1992;662
Australia;1992;279930
Austria;1992;61588
Azerbaijan;1992;43200
Bahamas;1992;2753
Bahrain;1992;12871
Bangladesh;1992;13600
Barbados;1992;1040
Belarus;1992;95260
Belgium;1992;117816
Belize;1992;276
Benin;1992;409
Bhutan;1992;224
Bolivia;1992;7661
Botswana;1992;1658
Brazil;1992;230196
Bulgaria;1992;59613
Burkina Faso;1992;524
Burundi;1992;335
Cambodia;1992;579
Cameroon;1992;7190
Canada;1992;453394
Cape Verde;1992;80
Cayman Islands;1992;274
Central African Republic;1992;284
Chad;1992;202
Chile;1992;36337
China;1992;2740205
Colombia;1992;55644
Comoros;1992;63
Congo;1992;2248
Costa Rica;1992;4290
Croatia;1992;16377
Cuba;1992;22078
Cyprus;1992;5328
Czech Republic;1992;143112
Denmark;1992;57840
Djibouti;1992;1086
Dominica;1992;65
Dominican Republic;1992;10021
Ecuador;1992;16653
Egypt;1992;94791
El Salvador;1992;3721
Equatorial Guinea;1992;596
Eritrea;1992;467
Estonia;1992;23336
Ethiopia;1992;1622
Fiji;1992;929
Finland;1992;54864
France;1992;405522
French Guiana;1992;652
French Polynesia;1992;844
Gabon;1992;4650
Gambia;1992;158
Georgia;1992;19651
Germany;1992;938987
Ghana;1992;3498
Greece;1992;80054
Greenland;1992;2
Grenada;1992;120
Guadeloupe;1992;1332
Guam;1992;9
Guatemala;1992;4902
Guinea;1992;970
Guyana;1992;925
Haiti;1992;1036
Honduras;1992;2671
Hong Kong;1992;42255
Hungary;1992;64011
Iceland;1992;2315
India;1992;736234
Indonesia;1992;177244
Iran;1992;241966
Iraq;1992;60601
Ireland;1992;33073
Israel;1992;38101
Italy;1992;422310
Jamaica;1992;8276
Japan;1992;1179961
Jordan;1992;12029
Kazakhstan;1992;268547
Kenya;1992;7282
Kiribati;1992;24
Kuwait;1992;30665
Kyrgyzstan;1992;14171
Latvia;1992;14509
Lebanon;1992;8875
Lesotho;1992;127
Liberia;1992;264
Lithuania;1992;20909
Luxembourg;1992;11883
Madagascar;1992;831
Malawi;1992;584
Malaysia;1992;69042
Mali;1992;380
Malta;1992;2194
Martinique;1992;1552
Mauritania;1992;2499
Mauritius;1992;1321
Mexico;1992;324088
Mongolia;1992;11683
Montserrat;1992;39
Morocco;1992;25377
Mozambique;1992;1159
Namibia;1992;1330
Nepal;1992;1381
Netherlands;1992;167136
New Caledonia;1992;1518
New Zealand;1992;25291
Nicaragua;1992;2277
Niger;1992;601
Nigeria;1992;88017
Norway;1992;38101
Oman;1992;17449
Pakistan;1992;69806
Panama;1992;3685
Papua New Guinea;1992;2576
Paraguay;1992;2619
Peru;1992;21201
Philippines;1992;44634
Poland;1992;302028
Portugal;1992;49025
Puerto Rico;1992;596
Qatar;1992;18395
Reunion;1992;1102
Romania;1992;135328
Russia;1992;2080777
Rwanda;1992;608
Samoa;1992;143
Saudi Arabia;1992;186873
Senegal;1992;2647
Seychelles;1992;354
Sierra Leone;1992;609
Singapore;1992;32854
Slovakia;1992;49243
Slovenia;1992;13318
Solomon Islands;1992;168
Somalia;1992;352
South Africa;1992;270264
Spain;1992;245468
Sri Lanka;1992;5488
Sudan;1992;4681
Suriname;1992;1543
Swaziland;1992;389
Sweden;1992;60590
Switzerland;1992;46865
Taiwan;1992;143317
Tajikistan;1992;10643
Tanzania;1992;2059
Thailand;1992;110029
Togo;1992;552
Tonga;1992;58
Tunisia;1992;16128
Turkey;1992;157963
Turkmenistan;1992;31802
Uganda;1992;693
Ukraine;1992;626108
United Arab Emirates;1992;61591
United Kingdom;1992;578566
United States;1992;5040889
Uruguay;1992;4857
Uzbekistan;1992;119507
Venezuela;1992;112642
Vietnam;1992;22224
Western Sahara;1992;154
Yemen;1992;9350
Zambia;1992;3060
Zimbabwe;1992;18973
Afghanistan;1993;989
Albania;1993;2185
Algeria;1993;80509
American Samoa;1993;11
Angola;1993;11433
Argentina;1993;116548
Armenia;1993;5281
Aruba;1993;684
Australia;1993;284320
Austria;1993;61638
Azerbaijan;1993;40374
Bahamas;1993;2635
Bahrain;1993;12821
Bangladesh;1993;14277
Barbados;1993;940
Belarus;1993;80720
Belgium;1993;115527
Belize;1993;249
Benin;1993;413
Bhutan;1993;223
Bolivia;1993;8658
Botswana;1993;1552
Brazil;1993;239076
Bulgaria;1993;59602
Burkina Faso;1993;592
Burundi;1993;374
Cambodia;1993;563
Cameroon;1993;7672
Canada;1993;450002
Cape Verde;1993;81
Cayman Islands;1993;236
Central African Republic;1993;292
Chad;1993;114
Chile;1993;38224
China;1993;2974250
Colombia;1993;58800
Comoros;1993;65
Congo;1993;2225
Costa Rica;1993;4317
Croatia;1993;16825
Cuba;1993;21118
Cyprus;1993;5498
Czech Republic;1993;136849
Denmark;1993;60105
Djibouti;1993;1090
Dominica;1993;62
Dominican Republic;1993;9878
Ecuador;1993;16262
Egypt;1993;95456
El Salvador;1993;4074
Equatorial Guinea;1993;855
Eritrea;1993;666
Estonia;1993;17857
Ethiopia;1993;2054
Fiji;1993;971
Finland;1993;56194
France;1993;384973
French Guiana;1993;772
French Polynesia;1993;838
Gabon;1993;4758
Gambia;1993;168
Georgia;1993;15823
Germany;1993;933567
Ghana;1993;3603
Greece;1993;79614
Greenland;1993;2
Grenada;1993;118
Guadeloupe;1993;1344
Guam;1993;9
Guatemala;1993;5439
Guinea;1993;1001
Guyana;1993;1000
Haiti;1993;879
Honduras;1993;2811
Hong Kong;1993;44690
Hungary;1993;63649
Iceland;1993;2425
India;1993;763815
Indonesia;1993;194314
Iran;1993;241134
Iraq;1993;75358
Ireland;1993;33064
Israel;1993;41806
Italy;1993;415186
Jamaica;1993;8432
Japan;1993;1176793
Jordan;1993;12499
Kazakhstan;1993;229645
Kenya;1993;7621
Kiribati;1993;24
Kuwait;1993;36363
Kyrgyzstan;1993;10289
Latvia;1993;12197
Lebanon;1993;11362
Lesotho;1993;127
Liberia;1993;291
Lithuania;1993;16237
Luxembourg;1993;12093
Madagascar;1993;871
Malawi;1993;566
Malaysia;1993;75738
Mali;1993;393
Malta;1993;2839
Martinique;1993;1833
Mauritania;1993;2573
Mauritius;1993;1297
Mexico;1993;320742
Mongolia;1993;10938
Montserrat;1993;35
Morocco;1993;26096
Mozambique;1993;1352
Namibia;1993;1563
Nepal;1993;1522
Netherlands;1993;170748
New Caledonia;1993;1524
New Zealand;1993;24819
Nicaragua;1993;2239
Niger;1993;599
Nigeria;1993;85997
Norway;1993;40408
Oman;1993;16528
Pakistan;1993;75050
Panama;1993;3794
Papua New Guinea;1993;2711
Paraguay;1993;2980
Peru;1993;22215
Philippines;1993;49089
Poland;1993;311140
Portugal;1993;47997
Puerto Rico;1993;606
Qatar;1993;19056
Reunion;1993;1360
Romania;1993;126710
Russia;1993;1994751
Rwanda;1993;573
Samoa;1993;139
Saudi Arabia;1993;198337
Senegal;1993;2585
Seychelles;1993;361
Sierra Leone;1993;626
Singapore;1993;37996
Slovakia;1993;47507
Slovenia;1993;13918
Solomon Islands;1993;171
Somalia;1993;369
South Africa;1993;266385
Spain;1993;230893
Sri Lanka;1993;5374
Sudan;1993;3337
Suriname;1993;1441
Swaziland;1993;415
Sweden;1993;60436
Switzerland;1993;44398
Taiwan;1993;154540
Tajikistan;1993;8530
Tanzania;1993;2159
Thailand;1993;125150
Togo;1993;428
Tonga;1993;60
Tunisia;1993;16759
Turkey;1993;162932
Turkmenistan;1993;29561
Uganda;1993;724
Ukraine;1993;546282
United Arab Emirates;1993;64445
United Kingdom;1993;560889
United States;1993;5181255
Uruguay;1993;4620
Uzbekistan;1993;119649
Venezuela;1993;119274
Vietnam;1993;25876
Western Sahara;1993;149
Yemen;1993;8432
Zambia;1993;2742
Zimbabwe;1993;17400
Afghanistan;1994;869
Albania;1994;2338
Algeria;1994;77978
American Samoa;1994;12
Angola;1994;10788
Argentina;1994;120621
Armenia;1994;2955
Aruba;1994;698
Australia;1994;287347
Austria;1994;62144
Azerbaijan;1994;36930
Bahamas;1994;2851
Bahrain;1994;12865
Bangladesh;1994;15554
Barbados;1994;904
Belarus;1994;69462
Belgium;1994;120313
Belize;1994;244
Benin;1994;421
Bhutan;1994;247
Bolivia;1994;10115
Botswana;1994;1729
Brazil;1994;248443
Bulgaria;1994;57811
Burkina Faso;1994;634
Burundi;1994;387
Cambodia;1994;531
Cameroon;1994;5753
Canada;1994;466366
Cape Verde;1994;83
Cayman Islands;1994;271
Central African Republic;1994;295
Chad;1994;115
Chile;1994;41763
China;1994;3147027
Colombia;1994;59013
Comoros;1994;65
Congo;1994;2120
Costa Rica;1994;5011
Croatia;1994;16160
Cuba;1994;22840
Cyprus;1994;5878
Czech Republic;1994;129954
Denmark;1994;63928
Djibouti;1994;1101
Dominica;1994;72
Dominican Republic;1994;11536
Ecuador;1994;18091
Egypt;1994;90727
El Salvador;1994;4745
Equatorial Guinea;1994;1101
Eritrea;1994;749
Estonia;1994;17843
Ethiopia;1994;2382
Fiji;1994;918
Finland;1994;62943
France;1994;380133
French Guiana;1994;764
French Polynesia;1994;644
Gabon;1994;4630
Gambia;1994;178
Georgia;1994;10231
Germany;1994;921678
Ghana;1994;3846
Greece;1994;80102
Greenland;1994;2
Grenada;1994;146
Guadeloupe;1994;1389
Guam;1994;9
Guatemala;1994;5907
Guinea;1994;1023
Guyana;1994;1026
Haiti;1994;412
Honduras;1994;3191
Hong Kong;1994;38182
Hungary;1994;62592
Iceland;1994;2540
India;1994;808766
Indonesia;1994;203484
Iran;1994;272087
Iraq;1994;85154
Ireland;1994;34310
Israel;1994;44793
Italy;1994;412821
Jamaica;1994;8508
Japan;1994;1231407
Jordan;1994;13075
Kazakhstan;1994;204586
Kenya;1994;8015
Kiribati;1994;22
Kuwait;1994;42984
Kyrgyzstan;1994;6697
Latvia;1994;10776
Lebanon;1994;12323
Lesotho;1994;132
Liberia;1994;286
Lithuania;1994;15628
Luxembourg;1994;11251
Madagascar;1994;941
Malawi;1994;562
Malaysia;1994;80585
Mali;1994;387
Malta;1994;2537
Martinique;1994;1819
Mauritania;1994;2659
Mauritius;1994;1268
Mexico;1994;340748
Mongolia;1994;10204
Montserrat;1994;37
Morocco;1994;28235
Mozambique;1994;1149
Namibia;1994;1662
Nepal;1994;1861
Netherlands;1994;170607
New Caledonia;1994;1485
New Zealand;1994;24962
Nicaragua;1994;2534
Niger;1994;622
Nigeria;1994;74588
Norway;1994;42387
Oman;1994;14890
Pakistan;1994;78547
Panama;1994;4046
Papua New Guinea;1994;2560
Paraguay;1994;3462
Peru;1994;22782
Philippines;1994;58760
Poland;1994;307570
Portugal;1994;48878
Puerto Rico;1994;626
Qatar;1994;20233
Reunion;1994;1343
Romania;1994;123570
Russia;1994;1760620
Rwanda;1994;544
Samoa;1994;118
Saudi Arabia;1994;210871
Senegal;1994;2632
Seychelles;1994;350
Sierra Leone;1994;616
Singapore;1994;40435
Slovakia;1994;44985
Slovenia;1994;14167
Solomon Islands;1994;152
Somalia;1994;356
South Africa;1994;273133
Spain;1994;241597
Sri Lanka;1994;6163
Sudan;1994;4836
Suriname;1994;1403
Swaziland;1994;498
Sweden;1994;62697
Switzerland;1994;43487
Taiwan;1994;163431
Tajikistan;1994;5841
Tanzania;1994;2130
Thailand;1994;139988
Togo;1994;763
Tonga;1994;72
Tunisia;1994;16880
Turkey;1994;162825
Turkmenistan;1994;35688
Uganda;1994;715
Ukraine;1994;450215
United Arab Emirates;1994;70335
United Kingdom;1994;551360
United States;1994;5257203
Uruguay;1994;4333
Uzbekistan;1994;113174
Venezuela;1994;120020
Vietnam;1994;29005
Western Sahara;1994;143
Yemen;1994;9618
Zambia;1994;2334
Zimbabwe;1994;16295
Afghanistan;1995;855
Albania;1995;2070
Algeria;1995;80443
American Samoa;1995;12
Angola;1995;12151
Argentina;1995;120977
Armenia;1995;3684
Aruba;1995;701
Australia;1995;295186
Austria;1995;64934
Azerbaijan;1995;31455
Bahamas;1995;3184
Bahrain;1995;12988
Bangladesh;1995;19411
Barbados;1995;909
Belarus;1995;60864
Belgium;1995;121852
Belize;1995;281
Benin;1995;432
Bhutan;1995;305
Bolivia;1995;9637
Botswana;1995;1779
Brazil;1995;267391
Bulgaria;1995;59412
Burkina Faso;1995;658
Burundi;1995;392
Cambodia;1995;543
Cameroon;1995;5744
Canada;1995;478935
Cape Verde;1995;86
Cayman Islands;1995;300
Central African Republic;1995;310
Chad;1995;121
Chile;1995;44886
China;1995;3479439
Colombia;1995;61715
Comoros;1995;69
Congo;1995;2490
Costa Rica;1995;5035
Croatia;1995;16674
Cuba;1995;24557
Cyprus;1995;5784
Czech Republic;1995;129922
Denmark;1995;60475
Djibouti;1995;1147
Dominica;1995;80
Dominican Republic;1995;12287
Ecuador;1995;19806
Egypt;1995;96716
El Salvador;1995;5188
Equatorial Guinea;1995;1170
Eritrea;1995;814
Estonia;1995;16033
Ethiopia;1995;2702
Fiji;1995;974
Finland;1995;59387
France;1995;388346
French Guiana;1995;849
French Polynesia;1995;662
Gabon;1995;5213
Gambia;1995;175
Georgia;1995;7506
Germany;1995;916958
Ghana;1995;4120
Greece;1995;81739
Greenland;1995;2
Grenada;1995;138
Guadeloupe;1995;1378
Guam;1995;9
Guatemala;1995;6888
Guinea;1995;1065
Guyana;1995;912
Haiti;1995;1126
Honduras;1995;4162
Hong Kong;1995;37913
Hungary;1995;62431
Iceland;1995;2460
India;1995;866195
Indonesia;1995;214039
Iran;1995;276765
Iraq;1995;85981
Ireland;1995;34847
Israel;1995;47882
Italy;1995;436908
Jamaica;1995;8806
Japan;1995;1248952
Jordan;1995;13799
Kazakhstan;1995;181119
Kenya;1995;8184
Kiribati;1995;22
Kuwait;1995;45522
Kyrgyzstan;1995;4898
Latvia;1995;9447
Lebanon;1995;14174
Lesotho;1995;140
Liberia;1995;300
Lithuania;1995;14905
Luxembourg;1995;8991
Madagascar;1995;1028
Malawi;1995;624
Malaysia;1995;86531
Mali;1995;406
Malta;1995;2414
Martinique;1995;1836
Mauritania;1995;2806
Mauritius;1995;1433
Mexico;1995;328799
Mongolia;1995;10035
Montserrat;1995;43
Morocco;1995;28818
Mozambique;1995;1264
Namibia;1995;1572
Nepal;1995;2019
Netherlands;1995;173049
New Caledonia;1995;1462
New Zealand;1995;25905
Nicaragua;1995;2701
Niger;1995;647
Nigeria;1995;78446
Norway;1995;42564
Oman;1995;18118
Pakistan;1995;83900
Panama;1995;4395
Papua New Guinea;1995;2604
Paraguay;1995;3919
Peru;1995;25899
Philippines;1995;64878
Poland;1995;318754
Portugal;1995;53212
Puerto Rico;1995;640
Qatar;1995;20728
Reunion;1995;1389
Romania;1995;129247
Russia;1995;1753147
Rwanda;1995;575
Samoa;1995;129
Saudi Arabia;1995;214423
Senegal;1995;2783
Seychelles;1995;370
Sierra Leone;1995;680
Singapore;1995;40158
Slovakia;1995;45016
Slovenia;1995;14729
Solomon Islands;1995;158
Somalia;1995;375
South Africa;1995;287872
Spain;1995;253540
Sri Lanka;1995;6180
Sudan;1995;4542
Suriname;1995;1447
Swaziland;1995;542
Sweden;1995;62512
Switzerland;1995;44248
Taiwan;1995;171763
Tajikistan;1995;5916
Tanzania;1995;2932
Thailand;1995;161491
Togo;1995;755
Tonga;1995;71
Tunisia;1995;17249
Turkey;1995;177111
Turkmenistan;1995;35890
Uganda;1995;769
Ukraine;1995;449675
United Arab Emirates;1995;74866
United Kingdom;1995;555800
United States;1995;5256738
Uruguay;1995;4731
Uzbekistan;1995;101025
Venezuela;1995;129878
Vietnam;1995;33384
Western Sahara;1995;162
Yemen;1995;10791
Zambia;1995;2314
Zimbabwe;1995;16070
Afghanistan;1996;785
Albania;1996;2068
Algeria;1996;79434
American Samoa;1996;12
Angola;1996;14625
Argentina;1996;132667
Armenia;1996;2808
Aruba;1996;185
Australia;1996;311019
Austria;1996;69240
Azerbaijan;1996;28195
Bahamas;1996;3496
Bahrain;1996;13531
Bangladesh;1996;19783
Barbados;1996;893
Belarus;1996;61443
Belgium;1996;127194
Belize;1996;239
Benin;1996;1104
Bhutan;1996;324
Bolivia;1996;9384
Botswana;1996;1607
Brazil;1996;289619
Bulgaria;1996;60200
Burkina Faso;1996;714
Burundi;1996;408
Cambodia;1996;673
Cameroon;1996;5872
Canada;1996;493143
Cape Verde;1996;91
Cayman Islands;1996;299
Central African Republic;1996;313
Chad;1996;131
Chile;1996;51217
China;1996;3582837
Colombia;1996;62770
Comoros;1996;70
Congo;1996;3076
Costa Rica;1996;4715
Croatia;1996;16541
Cuba;1996;25387
Cyprus;1996;6082
Czech Republic;1996;132989
Denmark;1996;73782
Djibouti;1996;1118
Dominica;1996;80
Dominican Republic;1996;13217
Ecuador;1996;21631
Egypt;1996;103308
El Salvador;1996;4589
Equatorial Guinea;1996;1251
Eritrea;1996;894
Estonia;1996;16935
Ethiopia;1996;3053
Fiji;1996;1018
Finland;1996;66000
France;1996;400792
French Guiana;1996;857
French Polynesia;1996;662
Gabon;1996;5816
Gambia;1996;174
Georgia;1996;6391
Germany;1996;939072
Ghana;1996;4466
Greece;1996;84215
Greenland;1996;2
Grenada;1996;155
Guadeloupe;1996;1367
Guam;1996;9
Guatemala;1996;6684
Guinea;1996;1066
Guyana;1996;972
Haiti;1996;1278
Honduras;1996;4025
Hong Kong;1996;36866
Hungary;1996;63339
Iceland;1996;2738
India;1996;914754
Indonesia;1996;232340
Iran;1996;289137
Iraq;1996;77553
Ireland;1996;36691
Israel;1996;50940
Italy;1996;422610
Jamaica;1996;9185
Japan;1996;1261807
Jordan;1996;14323
Kazakhstan;1996;158436
Kenya;1996;8758
Kiribati;1996;24
Kuwait;1996;45024
Kyrgyzstan;1996;6098
Latvia;1996;9445
Lebanon;1996;15218
Lesotho;1996;138
Liberia;1996;313
Lithuania;1996;15363
Luxembourg;1996;9072
Madagascar;1996;1032
Malawi;1996;632
Malaysia;1996;100495
Mali;1996;412
Malta;1996;2354
Martinique;1996;1823
Mauritania;1996;2694
Mauritius;1996;1433
Mexico;1996;335800
Mongolia;1996;12101
Montserrat;1996;40
Morocco;1996;28482
Mozambique;1996;1102
Namibia;1996;1457
Nepal;1996;2130
Netherlands;1996;182156
New Caledonia;1996;1509
New Zealand;1996;27269
Nicaragua;1996;2888
Niger;1996;642
Nigeria;1996;91360
Norway;1996;42881
Oman;1996;19149
Pakistan;1996;89181
Panama;1996;4409
Papua New Guinea;1996;2241
Paraguay;1996;3883
Peru;1996;28443
Philippines;1996;70476
Poland;1996;301944
Portugal;1996;51282
Puerto Rico;1996;635
Qatar;1996;22578
Reunion;1996;1393
Romania;1996;132908
Russia;1996;1717263
Rwanda;1996;591
Samoa;1996;137
Saudi Arabia;1996;226999
Senegal;1996;3010
Seychelles;1996;364
Sierra Leone;1996;750
Singapore;1996;41618
Slovakia;1996;45505
Slovenia;1996;15991
Solomon Islands;1996;162
Somalia;1996;378
South Africa;1996;297744
Spain;1996;243278
Sri Lanka;1996;8741
Sudan;1996;4466
Suriname;1996;1414
Swaziland;1996;508
Sweden;1996;67845
Switzerland;1996;45009
Taiwan;1996;180920
Tajikistan;1996;6279
Tanzania;1996;3462
Thailand;1996;180994
Togo;1996;1147
Tonga;1996;75
Tunisia;1996;17755
Turkey;1996;192853
Turkmenistan;1996;32314
Uganda;1996;803
Ukraine;1996;391606
United Arab Emirates;1996;82338
United Kingdom;1996;570732
United States;1996;5439571
Uruguay;1996;5546
Uzbekistan;1996;102465
Venezuela;1996;138448
Vietnam;1996;37580
Western Sahara;1996;159
Yemen;1996;11049
Zambia;1996;1940
Zimbabwe;1996;15469
Afghanistan;1997;792
Albania;1997;1596
Algeria;1997;78217
American Samoa;1997;12
Angola;1997;15281
Argentina;1997;133201
Armenia;1997;3491
Aruba;1997;913
Australia;1997;328128
Austria;1997;68644
Azerbaijan;1997;26806
Bahamas;1997;3175
Bahrain;1997;14353
Bangladesh;1997;21589
Barbados;1997;946
Belarus;1997;62527
Belgium;1997;123963
Belize;1997;341
Benin;1997;1400
Bhutan;1997;353
Bolivia;1997;10110
Botswana;1997;1787
Brazil;1997;307221
Bulgaria;1997;57055
Burkina Faso;1997;1126
Burundi;1997;410
Cambodia;1997;743
Cameroon;1997;5895
Canada;1997;510231
Cape Verde;1997;95
Cayman Islands;1997;243
Central African Republic;1997;326
Chad;1997;129
Chile;1997;59086
China;1997;3551140
Colombia;1997;66574
Comoros;1997;71
Congo;1997;3125
Costa Rica;1997;4684
Croatia;1997;18354
Cuba;1997;27107
Cyprus;1997;6151
Czech Republic;1997;128205
Denmark;1997;64051
Djibouti;1997;1207
Dominica;1997;71
Dominican Republic;1997;15001
Ecuador;1997;22188
Egypt;1997;109934
El Salvador;1997;5620
Equatorial Guinea;1997;1684
Eritrea;1997;847
Estonia;1997;16588
Ethiopia;1997;3214
Fiji;1997;1014
Finland;1997;63892
France;1997;393281
French Guiana;1997;779
French Polynesia;1997;706
Gabon;1997;5571
Gambia;1997;180
Georgia;1997;5605
Germany;1997;909691
Ghana;1997;4668
Greece;1997;88147
Greenland;1997;2
Grenada;1997;165
Guadeloupe;1997;1257
Guam;1997;9
Guatemala;1997;7123
Guinea;1997;1103
Guyana;1997;894
Haiti;1997;1500
Honduras;1997;4152
Hong Kong;1997;34208
Hungary;1997;61529
Iceland;1997;2640
India;1997;955788
Indonesia;1997;261925
Iran;1997;302810
Iraq;1997;78691
Ireland;1997;37824
Israel;1997;52913
Italy;1997;423336
Jamaica;1997;9401
Japan;1997;1255942
Jordan;1997;14704
Kazakhstan;1997;137965
Kenya;1997;8487
Kiribati;1997;25
Kuwait;1997;47519
Kyrgyzstan;1997;5965
Latvia;1997;8832
Lebanon;1997;16760
Lesotho;1997;143
Liberia;1997;324
Lithuania;1997;14926
Luxembourg;1997;8559
Madagascar;1997;1093
Malawi;1997;688
Malaysia;1997;103088
Mali;1997;446
Malta;1997;2509
Martinique;1997;1621
Mauritania;1997;2781
Mauritius;1997;1530
Mexico;1997;350589
Mongolia;1997;10905
Montserrat;1997;36
Morocco;1997;29728
Mozambique;1997;1187
Namibia;1997;1660
Nepal;1997;2362
Netherlands;1997;175357
New Caledonia;1997;1522
New Zealand;1997;30017
Nicaragua;1997;3085
Niger;1997;657
Nigeria;1997;85567
Norway;1997;45136
Oman;1997;19767
Pakistan;1997;92047
Panama;1997;4662
Papua New Guinea;1997;2451
Paraguay;1997;4292
Peru;1997;28390
Philippines;1997;76265
Poland;1997;299435
Portugal;1997;53890
Puerto Rico;1997;631
Qatar;1997;27284
Reunion;1997;1419
Romania;1997;122529
Russia;1997;1592698
Rwanda;1997;609
Samoa;1997;154
Saudi Arabia;1997;230561
Senegal;1997;3303
Seychelles;1997;414
Sierra Leone;1997;736
Singapore;1997;41200
Slovakia;1997;45444
Slovenia;1997;17542
Solomon Islands;1997;175
Somalia;1997;387
South Africa;1997;314235
Spain;1997;261641
Sri Lanka;1997;8704
Sudan;1997;5388
Suriname;1997;1299
Swaziland;1997;528
Sweden;1997;61348
Switzerland;1997;43703
Taiwan;1997;193236
Tajikistan;1997;5614
Tanzania;1997;3193
Thailand;1997;183956
Togo;1997;864
Tonga;1997;73
Tunisia;1997;18298
Turkey;1997;203602
Turkmenistan;1997;32403
Uganda;1997;863
Ukraine;1997;376530
United Arab Emirates;1997;80969
United Kingdom;1997;545470
United States;1997;5576145
Uruguay;1997;5643
Uzbekistan;1997;104167
Venezuela;1997;145436
Vietnam;1997;43323
Western Sahara;1997;169
Yemen;1997;11916
Zambia;1997;2457
Zimbabwe;1997;14517
Afghanistan;1998;754
Albania;1998;1839
Algeria;1998;78786
American Samoa;1998;13
Angola;1998;15784
Argentina;1998;146510
Armenia;1998;3625
Aruba;1998;166
Australia;1998;348047
Austria;1998;70139
Azerbaijan;1998;28421
Bahamas;1998;3400
Bahrain;1998;15215
Bangladesh;1998;21875
Barbados;1998;1028
Belarus;1998;60400
Belgium;1998;127081
Belize;1998;364
Benin;1998;1345
Bhutan;1998;348
Bolivia;1998;9795
Botswana;1998;2923
Brazil;1998;316170
Bulgaria;1998;53011
Burkina Faso;1998;1021
Burundi;1998;403
Cambodia;1998;705
Cameroon;1998;6207
Canada;1998;517191
Cape Verde;1998;96
Cayman Islands;1998;279
Central African Republic;1998;335
Chad;1998;132
Chile;1998;63713
China;1998;3602892
Colombia;1998;67910
Comoros;1998;72
Congo;1998;3710
Costa Rica;1998;5214
Croatia;1998;19553
Cuba;1998;27515
Cyprus;1998;6418
Czech Republic;1998;126457
Denmark;1998;60106
Djibouti;1998;1207
Dominica;1998;78
Dominican Republic;1998;16971
Ecuador;1998;21880
Egypt;1998;115596
